1, 4
2, 4
3, 4
4, 4
5, 4
6, 4
7, 4
8, 4
9, 4
10, 4
11, 5
12, 5
13, 5
14, 5
15, 5
16, 5
17, 5
18, 5
19, 5
20, 5
21, 15
22, 15
23, 15
24, 15
25, 15
26, 15
27, 15
28, 15
29, 15
30, 15
31, 3
32, 3
33, 3
34, 3
35, 3
36, 3
37, 3
38, 3
39, 3
40, 3
41, 1
42, 1
43, 1
44, 1
45, 1
46, 1
47, 1
48, 1
49, 1
50, 1
51, 7
52, 7
53, 7
54, 7
55, 7
56, 7
57, 7
58, 7
59, 7
60, 7
61, 14
62, 14
63, 14
64, 14
65, 14
66, 14
67, 14
68, 14
69, 14
70, 14
71, 10
72, 10
73, 10
74, 10
75, 10
76, 10
77, 10
78, 10
79, 10
80, 10
81, 8
82, 8
83, 8
84, 8
85, 8
86, 8
87, 8
88, 8
89, 8
90, 8
91, 11
92, 11
93, 11
94, 11
95, 11
96, 11
97, 11
98, 11
99, 11
100, 11
101, 9
102, 9
103, 9
104, 9
105, 9
106, 9
107, 9
108, 9
109, 9
110, 9
111, 2
112, 2
113, 2
114, 2
115, 2
116, 2
117, 2
118, 2
119, 2
120, 2
121, 6
122, 6
123, 6
124, 6
125, 6
126, 6
127, 6
128, 6
129, 6
130, 6
131, 13
132, 13
133, 13
134, 13
135, 13
136, 13
137, 13
138, 13
139, 13
140, 13
141, 12
142, 12
143, 12
144, 12
145, 12
146, 12
147, 12
148, 12
149, 12
150, 12
